"V1" "V2" "V3" "V4" "V5"
"1" 0 0.525828219746013 3.55534806148941 1.20651132140752 5
"2" 0 0.525903259424792 4.21950770517611 1.21774142063544 5
"3" 0.144955932735539 0.525884611191481 4.00733318523247 1.21774142063544 5
"4" 0.706175776580398 0.525824310395935 4.11087386417331 1.21774142063544 6
"5" 0 0.525828219746013 3.55534806148941 1.20651132140752 5
"6" 0 0.525824310395935 3.71357206670431 1.20651132140752 5
"7" 0.184880348121971 0.525799700423659 4.0943445622221 1.20651132140752 5
"8" 0 0.525782074629226 3.09104245335832 1.2231562025271 7
"9" 0.0956352499790037 0.525816332872614 2.94443897916644 1.20937078612125 7
"10" 0.541728270868461 0.525808133769482 4.63472898822964 1.23615351646328 5
"11" 0.219712108661224 0.525900232043137 4.18965474202643 1.20068371729165 5
"12" 0.541728270868461 0.525808133769482 4.63472898822964 1.23615351646328 5
"13" 0 0.525874825899813 4.0943445622221 1.22046489585094 5
"14" 0.475815733782494 0.525947898575474 3.40119738166216 1.19771388524677 5
"15" 0.357407369450127 0.526076095223371 4.98360662170834 1.20068371729165 5
"16" 0.36919189698348 0.526065855981754 5.00394630594546 1.20068371729165 5
"17" 0.706175776580398 0.525884611191481 4.64439089914137 1.23615351646328 7
"18" 0.465902261797014 0.526293853061857 4.04305126783455 1.20361590921713 5
"19" 0.219712108661224 0.525864705117888 3.40119738166216 1.1947055233183 4
"20" 0.667639626731701 0.526271355235338 4.04305126783455 1.20068371729165 6
"21" 0.64379076479986 0.525832078002445 4.11087386417331 1.20651132140752 6
"22" 0.49524148400269 0.525850647314859 4.27666611901606 1.21498506859387 5
"23" 0.392041079923636 0.525926421876892 3.63758615972639 1.20937078612125 5
"24" 0.265971811421944 0.525857759884487 4.21950770517611 1.20651132140752 5
"25" 0.307380860044072 0.525861252924619 3.71357206670431 1.21498506859387 6
"26" 0.333021282960749 0.525843359145128 3.17805383034795 1.20361590921713 5
"27" 0.424743503517974 0.525843359145128 2.484906649788 1.20937078612125 5
"28" 0.40313788079702 0.525926421876892 3.63758615972639 1.20937078612125 5
"29" 0 0.525843359145128 3.58351893845611 1.20651132140752 5
"30" 0 0.525850647314859 2.83321334405622 1.21774142063544 6
"31" 0.202795738224164 0.525874825899813 4.4188406077966 1.22581602710739 5
"32" 0 0.525923624017982 3.63758615972639 1.23866552140029 6
"33" 0.280226206470681 0.525854225019192 4.7361984483945 1.21774142063544 5
"34" 0.280226206470681 0.525816332872614 4.43081679884331 1.20651132140752 6
"35" 0.435275281648062 0.525917947476983 3.93182563272433 1.20068371729165 5
"36" 0 0.525864705117888 2.94443897916644 1.21219510867956 6
"37" 0.307380860044072 0.525864705117888 2.77258872223978 1.24360675846944 6
"38" 0.465902261797014 0.525786580716709 3.43398720448515 1.21498506859387 7
"39" 0.235800925678987 0.526069308666431 2.99573227355399 1.21774142063544 4
"40" 0.541728270868461 0.525820348580649 4.47733681447821 1.23615351646328 5
"41" 0.541728270868461 0.525820348580649 4.47733681447821 1.23615351646328 5
"42" 0.485593374830204 0.525871490708948 3.85014760171006 1.20361590921713 4
"43" 0.380730787743176 0.526263458243042 2.70805020110221 1.23615351646328 6
"44" 0.40313788079702 0.525799700423659 3.17805383034795 1.23104387172492 5
"45" 0.0956352499790037 0.525704641863507 2.484906649788 1.20937078612125 5
"46" 0.320372149753681 0.525727355294798 4.18965474202643 1.29367861734099 4
"47" 0.602672081362559 0.525947898575474 4.74493212836325 1.20068371729165 5
"48" 0.675463686864727 0.525945297886086 3.63758615972639 1.20937078612125 5
"49" 0.414034662823303 0.525786580716709 2.56494935746154 1.20068371729165 5
"50" 0.550707554943977 0.525820348580649 4.57471097850338 1.20068371729165 5
"51" 0.445639839128916 0.525820348580649 3.17805383034795 1.20068371729165 5
"52" 0.144955932735539 0.525799700423659 2.77258872223978 1.20651132140752 6
"53" 0.144955932735539 0.525795391650582 2.70805020110221 1.20651132140752 6
"54" 0.541728270868461 0.525847025720294 4.78749174278205 1.20651132140752 5
"55" 0.320372149753681 0.52593735547185 4.30406509320417 1.22844503506359 6
"56" 0.144955932735539 0.525857759884487 3.8286413964891 1.20937078612125 5
"57" 0.71371514638276 0.525803947210497 2.39789527279837 1.21219510867956 5
"58" 0.280226206470681 0.525940026754445 4.70953020131233 1.20651132140752 5
"59" 0.357407369450127 0.525828219746013 4.00733318523247 1.2231562025271 5
"60" 0.49524148400269 0.525820348580649 3.85014760171006 1.20651132140752 6
"61" 0.577079962362886 0.525839646457847 3.97029191355212 1.20068371729165 5
"62" 0.651804940566386 0.525950476555772 4.72738781871234 1.20361590921713 5
"63" 0.333021282960749 0.525861252924619 3.58351893845611 1.20937078612125 7
"64" 0.165722700866999 0.525847025720294 4.00733318523247 1.21774142063544 5
"65" 0.165722700866999 0.525864705117888 2.484906649788 1.24603708612156 5
"66" 0.165722700866999 0.525864705117888 2.484906649788 1.24603708612156 5
"67" 0.265971811421944 0.525839646457847 3.68887945411394 1.21219510867956 5
"68" 0.202795738224164 0.525828219746013 2.77258872223978 1.24114975015993 5
"69" 0.71371514638276 0.525820348580649 4.18965474202643 1.24114975015993 5
"70" 0.165722700866999 0.525820348580649 2.99573227355399 1.23615351646328 6
"71" 0.219712108661224 0.525828219746013 3.3322045101752 1.20937078612125 6
"72" 0.414034662823303 0.525871490708948 4.57471097850338 1.20937078612125 5
"73" 0.40313788079702 0.525857759884487 4.55387689160054 1.20937078612125 5
"74" 0.445639839128916 0.525857759884487 3.78418963391826 1.20068371729165 4
"75" 0.69093350934728 0.525890959054544 4.43081679884331 1.21219510867956 5
"76" 0.76508199983203 0.525887802183984 3.76120011569356 1.23615351646328 5
"77" 0.76508199983203 0.525887802183984 3.76120011569356 1.23615351646328 5
"78" 0 0.525920799390421 3.43398720448515 1.24114975015993 6
"79" 0.280226206470681 0.525864705117888 4.39444915467244 1.22581602710739 5
"80" 0.380730787743176 0.525843359145128 4.78749174278205 1.19771388524677 4
"81" 0.380730787743176 0.525799700423659 2.77258872223978 1.20068371729165 5
"82" 0.807344375447297 0.526362293555143 4.21950770517611 1.20651132140752 5
"83" 0.63570951934373 0.525864705117888 4.30406509320417 1.19771388524677 5
"84" 0.445639839128916 0.526319208701786 3.95124371858143 1.20651132140752 5
"85" 0.64379076479986 0.525799700423659 4.12713438504509 1.23104387172492 6
"86" 0.320372149753681 0.525828219746013 3.71357206670431 1.22581602710739 5
"87" 0.465902261797014 0.52593735547185 4.91998092582813 1.22046489585094 6
"88" 0.445639839128916 0.525768128360778 3.46573590279973 1.21219510867956 5
"89" 0.611042764511937 0.525929193469808 4.83628190695148 1.20937078612125 5
"90" 0.219712108661224 0.525828219746013 3.2188758248682 1.1947055233183 5
"91" 0.445639839128916 0.525839646457847 4.94875989037817 1.20937078612125 5
"92" 0.465902261797014 0.52593735547185 4.91998092582813 1.22046489585094 6
"93" 0.475815733782494 0.52593735547185 4.89783979995091 1.21774142063544 5
"94" 0.445639839128916 0.525768128360778 3.46573590279973 1.21219510867956 5
"95" 0.144955932735539 0.525673547507976 4.45434729625351 1.23615351646328 4
"96" 0.345357866571364 0.525748445225611 4.67282883446191 1.28975285458143 6
"97" 0 0.525915067745302 3.17805383034795 1.24114975015993 5
"98" 0.435275281648062 0.525803947210497 3.13549421592915 1.20068371729165 5
"99" 0.184880348121971 0.525839646457847 2.39789527279837 1.21774142063544 5
"100" 0.357407369450127 0.525843359145128 3.58351893845611 1.1947055233183 6
"101" 0.485593374830204 0.525857759884487 3.93182563272433 1.22844503506359 6
"102" 0.485593374830204 0.525824310395935 3.13549421592915 1.23361316306703 6
"103" 0.357407369450127 0.525843359145128 3.58351893845611 1.1947055233183 6
"104" 0.40313788079702 0.525832078002445 4.18965474202643 1.20068371729165 5
"105" 0.424743503517974 0.525803947210497 3.61091791264422 1.20651132140752 5
"106" 0.40313788079702 0.525832078002445 4.18965474202643 1.20068371729165 5
"107" 0.793424026431623 0.526364196430541 4.24849524204936 1.20361590921713 5
"108" 0.49524148400269 0.525871490708948 4.17438726989564 1.20361590921713 5
"109" 0.683227788390276 0.525881385331257 4.39444915467244 1.21219510867956 6
"110" 0.675463686864727 0.525967918358496 5.03695260241363 1.20361590921713 5
"111" 0.36919189698348 0.525920799390421 3.87120101090789 1.20937078612125 5
"112" 0.235800925678987 0.525857759884487 4.69134788222914 1.21774142063544 5
"113" 0.251188643150958 0.525861252924619 4.71849887129509 1.21774142063544 5
"114" 0.611042764511937 0.525843359145128 3.85014760171006 1.21498506859387 6
"115" 0.36919189698348 0.525920799390421 3.87120101090789 1.20937078612125 5
"116" 0.49524148400269 0.525878123832809 4.14313472639153 1.23615351646328 6
"117" 0.465902261797014 0.525832078002445 3.71357206670431 1.2231562025271 6
"118" 0.280226206470681 0.525850647314859 3.36729582998647 1.20651132140752 6
"119" 0.144955932735539 0.52596056910021 4.04305126783455 1.24603708612156 6
"120" 0.219712108661224 0.525900232043137 4.49980967033027 1.20068371729165 6
"121" 0.235800925678987 0.526079430888964 4.49980967033027 1.1947055233183 5
"122" 0.144955932735539 0.52596056910021 4.04305126783455 1.24603708612156 6
"123" 0 0.525824310395935 2.63905732961526 1.20068371729165 5
"124" 0 0.525843359145128 3.55534806148941 1.20937078612125 5
"125" 0.345357866571364 0.525850647314859 4.63472898822964 1.20937078612125 5
"126" 0.144955932735539 0.526020929534744 4.51085950651685 1.20651132140752 5
"127" 0 0.525847025720294 2.56494935746154 1.24603708612156 5
"128" 0 0.525850647314859 2.56494935746154 1.24603708612156 5
"129" 0.333021282960749 0.525782074629226 2.83321334405622 1.23615351646328 7
"130" 0.320372149753681 0.525812261785221 2.99573227355399 1.20651132140752 5
"131" 0.706175776580398 0.525958078123829 4.90527477843843 1.20651132140752 5
"132" 0.235800925678987 0.525698679519261 4.60517018598809 1.29172467272831 5
"133" 0.235800925678987 0.525698679519261 4.60517018598809 1.29172467272831 5
"134" 0.0630957344480193 0.52575845081599 3.29583686600433 1.21774142063544 6
"135" 0.165722700866999 0.525857759884487 3.40119738166216 1.22046489585094 6
"136" 0.265971811421944 0.525878123832809 4.15888308335967 1.21219510867956 5
"137" 0.320372149753681 0.525874825899813 3.97029191355212 1.20937078612125 5
"138" 0.541728270868461 0.525847025720294 3.8286413964891 1.20068371729165 5
"139" 0.36919189698348 0.525847025720294 4.66343909411207 1.20937078612125 5
"140" 0.36919189698348 0.525847025720294 4.69134788222914 1.20937078612125 5
"141" 0.280226206470681 0.525878123832809 4.15888308335967 1.21219510867956 5
"142" 0.320372149753681 0.525874825899813 3.97029191355212 1.20937078612125 5
"143" 0 0.525704641863507 4.15888308335967 1.31050618620479 6
"144" 0.219712108661224 0.525786580716709 3.04452243772342 1.20651132140752 5
"145" 0 0.525704641863507 4.15888308335967 1.31050618620479 6
"146" 0.698582357887371 0.525955565951766 4.95582705760126 1.20651132140752 5
"147" 0.0956352499790037 0.525868117408666 4.55387689160054 1.2231562025271 5
"148" 0.445639839128916 0.526162694960397 4.48863636973214 1.20361590921713 5
"149" 0.251188643150958 0.525820348580649 3.43398720448515 1.22844503506359 6
"150" 0.611042764511937 0.525874825899813 3.78418963391826 1.23615351646328 6
"151" 0.63570951934373 0.525832078002445 2.484906649788 1.23104387172492 6
"152" 1 0.526443071839957 4.24849524204936 1.20651132140752 4
"153" 0.121975540946693 0.525894082525266 4.60517018598809 1.22581602710739 5
"154" 0.121975540946693 0.525894082525266 4.60517018598809 1.22581602710739 5
"155" 0.594223159592882 0.525803947210497 4.86753445045558 1.23615351646328 5
"156" 0.594223159592882 0.525808133769482 4.85981240436167 1.23615351646328 5
"157" 0.594223159592882 0.525803947210497 4.86753445045558 1.23615351646328 5
"158" 0.594223159592882 0.525808133769482 4.85981240436167 1.23615351646328 5
"159" 0 0.525816332872614 3.13549421592915 1.20361590921713 5
"160" 0.357407369450127 0.525839646457847 4.46590811865458 1.20361590921713 6
"161" 0.121975540946693 0.525878123832809 3.04452243772342 1.21219510867956 5
"162" 0.0956352499790037 0.525812261785221 3.04452243772342 1.20068371729165 4
"163" 0.144955932735539 0.525828219746013 3.46573590279973 1.2231562025271 6
"164" 0.445639839128916 0.525803947210497 4.80402104473326 1.20651132140752 5
"165" 0.445639839128916 0.525803947210497 4.80402104473326 1.20651132140752 5
"166" 0.64379076479986 0.525909222618458 4.57471097850338 1.20937078612125 5
"167" 0.251188643150958 0.525861252924619 4.62497281328427 1.22844503506359 5
"168" 0.121975540946693 0.525812261785221 3.76120011569356 1.1947055233183 4
"169" 0.202795738224164 0.525874825899813 3.80666248977032 1.23361316306703 6
"170" 0.424743503517974 0.52628736385729 4.15888308335967 1.20937078612125 5
"171" 0.121975540946693 0.525748445225611 2.19722457733622 1.19771388524677 4
"172" 0.345357866571364 0.525816332872614 2.94443897916644 1.20068371729165 6
"173" 0.345357866571364 0.525816332872614 2.94443897916644 1.20068371729165 6
"174" 0.165722700866999 0.525795391650582 3.76120011569356 1.26008712250834 6
"175" 0.392041079923636 0.525843359145128 3.58351893845611 1.20937078612125 5
"176" 0.144955932735539 0.525861252924619 3.91202300542815 1.20937078612125 5
"177" 0.392041079923636 0.525843359145128 3.58351893845611 1.20937078612125 5
"178" 0.594223159592882 0.525868117408666 3.66356164612965 1.23615351646328 6
"179" 0 0.525795391650582 3.04452243772342 1.21219510867956 5
"180" 0.307380860044072 0.525791019054728 3.76120011569356 1.20937078612125 5
"181" 0.307380860044072 0.525791019054728 3.76120011569356 1.20937078612125 5
"182" 0.651804940566386 0.52620242930712 4.70953020131233 1.20361590921713 5
"183" 0.0956352499790037 0.525828219746013 3.76120011569356 1.20361590921713 5
"184" 0.380730787743176 0.525832078002445 4.18965474202643 1.20361590921713 5
"185" 0.392041079923636 0.525839646457847 4.14313472639153 1.20361590921713 6
"186" 0.71371514638276 0.525940026754445 4.45434729625351 1.21498506859387 5
"187" 0.64379076479986 0.525850647314859 4.21950770517611 1.20068371729165 5
"188" 0.251188643150958 0.525857759884487 3.29583686600433 1.21498506859387 5
"189" 0.514171930298879 0.525857759884487 4.969813299576 1.20937078612125 5
"190" 0.504765875584155 0.525850647314859 4.97673374242057 1.20937078612125 5
